"crpval","time","agcacc","rlwacc","aglivc","somtc","cgrain","hi","pet","tnetmn.1.","avh2o.1.","year","month","crop","moisture","carbon","bushelwt","gmyld","lbsyld","bushyld"
3.1,2002.83,20019.45,0,0.0586,3934.448,263.447,0.6,2.3131,8.6482,4.2712,"2002","83","corn",0.155,0.45,56,585.437777777778,6031.53124933333,107.705915166667
3.1,2006.83,21747.48,0,0.2419,3974.529,216.1963,0.5999,3.1213,12.0962,4.216,"2006","83","corn",0.155,0.45,56,480.436222222222,4949.74222306667,88.3882539833333
3.1,2010.83,23985.43,0,1.585,4027.811,339.1736,0.6,3.9549,17.1395,5.149,"2010","83","corn",0.155,0.45,56,753.719111111111,7765.26651413333,138.665473466667
3.1,2004.83,20867.11,0,2.6083,3946.257,267.9432,0.6,3.1558,13.8687,5.2152,"2004","83","corn",0.155,0.45,56,595.429333333333,6134.4702496,109.5441116
3.1,2008.83,22852.91,0,1.0954,4021.186,357.2237,0.6,3.3648,15.8288,5.0768,"2008","83","corn",0.155,0.45,56,793.830444444444,8178.51753693333,146.044956016667
21.2,1989.83,12971.91,0,86.0789,3322.904,229.5065,0.4503,3.8046,8.4779,4.4642,"1989","83","barley",0.145,0.48,48,478.138541666667,4883.42018145833,101.737920447049
21.2,1985.83,11050.95,0,66.7257,3158.833,213.6735,0.4533,3.9456,8.2864,3.9096,"1985","83","barley",0.145,0.48,48,445.153125,4546.526926875,94.7193109765625
21.2,1965.83,1763.801,0,21.4214,2419.491,202.6466,0.4561,3.0875,5.8193,2.7488,"1965","83","barley",0.145,0.48,48,422.180416666667,4311.89746758333,89.8311972413195
21.2,1993.83,15050.91,0,102.0808,3483.845,196.0856,0.4622,2.9284,9.172,4.4463,"1993","83","barley",0.145,0.48,48,408.511666666667,4172.29305633333,86.9227720069444
21.2,1973.83,5076.153,0,46.5033,2631.99,158.7874,0.4518,3.222,7.6064,3.6392,"1973","83","barley",0.145,0.48,48,330.807083333333,3378.66506491667,70.3888555190972
21.2,1977.83,6940.796,0,40.9052,2809.94,150.196,0.4507,3.752,6.6587,4.8611,"1977","83","barley",0.145,0.48,48,312.908333333333,3195.85797166667,66.5803744097222
21.2,1981.83,9008.487,0,71.5392,3004.231,172.3187,0.453,3.2955,7.8091,4.4772,"1981","83","barley",0.145,0.48,48,358.997291666667,3666.58293870833,76.3871445564236
21.2,1969.83,3383.965,0,49.9678,2483.646,151.3744,0.4506,2.9186,6.0649,4.9057,"1969","83","barley",0.145,0.48,48,315.363333333333,3220.93186866667,67.1027472638889
21.2,1997.83,17319.6,0,81.742,3647.121,252.385,0.4537,3.1872,10.0604,3.0296,"1997","83","barley",0.145,0.48,48,525.802083333333,5370.22699791667,111.879729123264
21.2,2001.83,19335.66,0,50.2413,3867.15,262.9123,0.4561,3.0875,9.9324,2.4181,"2001","83","barley",0.145,0.48,48,547.733958333333,5594.22601004167,116.546375209201
21.3,1881.83,0,0,7.7398,3087.33,0,0,3.3589,3.8602,1.85,"1881","83","prairie",NA,NA,NA,NA,NA,NA
26,1932.83,0,0,102.745,1734.592,25.7873,0.43,3.2325,5.9147,4.4516,"1932","83","pasture",NA,NA,NA,NA,NA,NA
26,1931.83,0,0,73.8102,1757.017,25.7873,0.43,3.4039,2.7765,1.0624,"1931","83","pasture",NA,NA,NA,NA,NA,NA
26,1943.83,0,0,121.5212,2013.482,57.1504,0.43,3.4188,4.3152,3.7518,"1943","83","pasture",NA,NA,NA,NA,NA,NA
26,1944.83,0,0,47.8109,1999.486,57.1504,0.43,3.0923,5.3554,3.8055,"1944","83","pasture",NA,NA,NA,NA,NA,NA
26,1935.83,0,0,106.6214,1839.348,41.3307,0.4299,3.511,3.7662,4.6708,"1935","83","pasture",NA,NA,NA,NA,NA,NA
26,1936.83,0,0,77.6037,1829.508,41.3307,0.4299,3.053,6.0296,5.1039,"1936","83","pasture",NA,NA,NA,NA,NA,NA
26,1947.83,0,0,105.476,2063.011,34.2868,0.4299,2.2744,3.8271,5.2569,"1947","83","pasture",NA,NA,NA,NA,NA,NA
26,1948.83,0,0,117.9986,2024.163,34.2868,0.4299,3.907,7.1001,5.1309,"1948","83","pasture",NA,NA,NA,NA,NA,NA
26,1939.83,0,0,116.9747,1936.16,37.8572,0.43,3.1557,4.1795,4.4494,"1939","83","pasture",NA,NA,NA,NA,NA,NA
26,1940.83,0,0,122.2369,1907.722,37.8572,0.43,2.3184,6.7967,3.9909,"1940","83","pasture",NA,NA,NA,NA,NA,NA
26,1951.83,0,0,56.8902,2166.357,32.2602,0.4299,3.0199,3.7039,4.5639,"1951","83","pasture",NA,NA,NA,NA,NA,NA
26,1952.83,0,0,87.0616,2121.567,32.2602,0.4299,3.4037,6.3595,1.0267,"1952","83","pasture",NA,NA,NA,NA,NA,NA
26,1923.83,0,0,117.9956,1594.908,21.1196,0.4299,3.1878,2.9662,3.7665,"1923","83","pasture",NA,NA,NA,NA,NA,NA
26,1924.83,0,0,44.6242,1607.182,21.1196,0.4299,3.4524,4.5655,0.6617,"1924","83","pasture",NA,NA,NA,NA,NA,NA
26,1955.83,0,0,148.0209,2174.053,18.9699,0.4299,3.0497,5.5361,4.8289,"1955","83","pasture",NA,NA,NA,NA,NA,NA
26,1956.83,0,0,82.5656,2151.662,18.9699,0.4299,2.8682,6.5118,4.053,"1956","83","pasture",NA,NA,NA,NA,NA,NA
26,1927.83,0,0,45.9587,1722.755,21.1944,0.43,3.8247,3.0194,0.3892,"1927","83","pasture",NA,NA,NA,NA,NA,NA
26,1928.83,0,0,30.8866,1717.305,21.1944,0.43,3.7093,3.9614,0.0719,"1928","83","pasture",NA,NA,NA,NA,NA,NA
26,1959.83,0,0,123.3041,2238.98,51.5781,0.4295,3.1878,5.4821,3.767,"1959","83","pasture",NA,NA,NA,NA,NA,NA
26,1960.83,0,0,46.1587,2223.682,51.5781,0.4295,3.4524,5.6075,0.6826,"1960","83","pasture",NA,NA,NA,NA,NA,NA
36.2,1954.83,356.3631,0,53.9605,2263.357,18.9699,0.4299,3.2367,4.5498,4.7781,"1954","83","oat",0.14,0.46,32,41.2389130434783,419.350258956522,13.1046955923913
36.2,1958.83,439.9122,0,13.8522,2333.715,51.5781,0.4295,3.346,4.4911,5.1643,"1958","83","oat",0.14,0.46,32,112.126304347826,1140.18996365217,35.6309363641304
36.2,1930.83,255.2556,0,23.7602,1802.772,25.7873,0.43,3.7945,3.3641,1.1145,"1930","83","oat",0.14,0.46,32,56.0593478260869,570.056296173913,17.8142592554348
36.2,1934.83,374.182,0,14.3123,1898.677,41.3307,0.4299,3.4395,3.3339,2.5123,"1934","83","oat",0.14,0.46,32,89.849347826087,913.660048173913,28.5518765054348
36.2,1922.83,3441.237,0,9.1672,1627.287,21.1196,0.4299,3.346,1.7249,5.172,"1922","83","oat",0.14,0.46,32,45.9121739130435,466.871714086957,14.5897410652174
36.2,1926.83,283.0196,0,20.9284,1763.685,21.1944,0.43,3.3589,3.1146,1.6296,"1926","83","oat",0.14,0.46,32,46.0747826086957,468.525249391304,14.6414140434783
36.2,1938.83,443.0655,0,35.347,2001.938,37.8572,0.43,3.5906,4.4951,5.2595,"1938","83","oat",0.14,0.46,32,82.2982608695652,836.874555130435,26.1523298478261
36.2,1942.83,476.0171,0,35.1728,2084.622,57.1504,0.43,3.2532,5.1585,5.2487,"1942","83","oat",0.14,0.46,32,124.24,1263.371712,39.480366
36.2,1946.83,368.9785,0,40.5621,2126.857,34.2868,0.4299,3.2387,4.5449,4.9234,"1946","83","oat",0.14,0.46,32,74.5365217391304,757.94698226087,23.6858431956522
36.2,1950.83,429.0731,0,10.3594,2234.989,32.2602,0.4299,2.93,3.7655,4.4325,"1950","83","oat",0.14,0.46,32,70.1308695652174,713.146786434783,22.285837076087
39,2012.83,0,0,137.6823,4353.707,87.9113,0.3705,2.7888,18.2859,4.4552,"2012","83","kernza",0.13,0.45,60,195.358444444444,1969.13497662222,32.818916277037
39,2013.83,0,0,102.8038,4298.119,19.9898,0.06,3.0811,14.5819,4.7315,"2013","83","kernza",0.13,0.45,60,44.4217777777778,447.753751288889,7.46256252148148
39,2014.83,0,0,95.3971,4352.694,18.897,0.06,3.4037,11.3094,3.8,"2014","83","kernza",0.13,0.45,60,41.9933333333333,423.276002666667,7.05460004444444
39,2015.83,0,0,65.8021,4471.111,16.8522,0.06,3.8046,9.418,3.8175,"2015","83","kernza",0.13,0.45,60,37.4493333333333,377.474300266667,6.29123833777778
42.1,1882.83,72.8557,0,58.3196,2853.219,5.6199,0.3996,3.2367,5.0061,4.6043,"1882","83","wheat",0.135,0.46,60,12.2171739130435,123.689112130435,2.06148520217391
42.1,1883.83,230.5915,0,47.8855,2678.635,38.3498,0.4,3.0497,6.8008,4.8264,"1883","83","wheat",0.135,0.46,60,83.3691304347826,844.045750347826,14.0674291724638
42.1,1884.83,322.9095,0,21.149,2627.993,26.2033,0.4,2.8682,3.6271,4.0836,"1884","83","wheat",0.135,0.46,60,56.9636956521739,576.711847521739,9.61186412536232
42.1,1885.83,419.0562,0,33.4607,2537.165,23.0272,0.3999,2.9284,4.1097,4.333,"1885","83","wheat",0.135,0.46,60,50.0591304347826,506.808648347826,8.4468108057971
42.1,1886.83,499.2337,0,15.8127,2500.784,22.671,0.3995,3.346,3.2577,5.1615,"1886","83","wheat",0.135,0.46,60,49.2847826086957,498.968996086957,8.31614993478261
42.1,1887.83,615.514,0,39.6342,2413.734,27.3364,0.3999,3.1878,4.8623,3.7485,"1887","83","wheat",0.135,0.46,60,59.4269565217391,601.650393217391,10.0275065536232
42.1,1888.83,693.4444,0,17.9238,2400.583,19.5742,0.3999,3.4524,3.3738,0.6303,"1888","83","wheat",0.135,0.46,60,42.5526086956522,430.811120956522,7.18018534927536
42.1,1889.83,794.9976,0,42.2688,2342.467,20.6313,0.3998,3.1872,4.2393,0.8838,"1889","83","wheat",0.135,0.46,60,44.850652173913,454.07697273913,7.56794954565217
42.1,1890.83,846.0311,0,20.7886,2331.938,8.9384,0.3998,3.3589,2.8351,1.6183,"1890","83","wheat",0.135,0.46,60,19.4313043478261,196.726411478261,3.27877352463768
42.1,1891.83,922.3633,0,31.7555,2297.153,16.7622,0.3992,3.8247,3.7309,0.3351,"1891","83","wheat",0.135,0.46,60,36.4395652173913,368.921446173913,6.14869076956522
42.1,1892.83,977.6078,0,10.7886,2283.303,15.8323,0.3997,3.7093,2.997,0.0394,"1892","83","wheat",0.135,0.46,60,34.4180434782609,348.455155782609,5.80758592971014
42.1,1893.83,1057.035,0,17.472,2241.395,23.7954,0.4,3.0875,3.751,0.8807,"1893","83","wheat",0.135,0.46,60,51.7291304347826,523.716062347826,8.72860103913044
42.1,1894.83,1131.855,0,28.0805,2197.923,17.549,0.3999,3.7945,3.5582,1.0642,"1894","83","wheat",0.135,0.46,60,38.15,386.23823,6.43730383333333
42.1,1895.83,1226.084,0,37.5586,2159.905,21.0645,0.4,3.4039,3.7991,1.4818,"1895","83","wheat",0.135,0.46,60,45.7923913043478,463.611328043478,7.7268554673913
42.1,1896.83,1332.08,0,39.2113,2123.913,24.9876,0.4,3.2325,4.4508,4.4888,"1896","83","wheat",0.135,0.46,60,54.3208695652174,549.955347652174,9.16592246086956
42.1,1897.83,1432.768,0,34.7626,2096.061,22.5787,0.4,2.9186,4.1802,4.6893,"1897","83","wheat",0.135,0.46,60,49.0841304347826,496.937553347826,8.2822925557971
42.1,1898.83,1503.48,0,18.3018,2095.519,20.0259,0.3999,3.4395,2.7744,2.4033,"1898","83","wheat",0.135,0.46,60,43.5345652173913,440.752645173913,7.34587741956522
42.1,1899.83,1595.945,0,28.5637,2061.704,23.7909,0.4,3.511,3.6596,4.6714,"1899","83","wheat",0.135,0.46,60,51.719347826087,523.61702126087,8.72695035434783
42.1,1900.83,1684.122,0,16.4736,2047.98,25.088,0.4,3.053,3.4069,5.1182,"1900","83","wheat",0.135,0.46,60,54.5391304347826,552.165064347826,9.20275107246377
42.1,1901.83,1785.448,0,31.4942,2000.081,25.7146,0.4,3.222,4.0748,1.7616,"1901","83","wheat",0.135,0.46,60,55.9013043478261,565.955985478261,9.43259975797101
42.1,1902.83,1874.547,0,35.4608,1977.99,16.7347,0.4,3.5906,3.3538,5.2596,"1902","83","wheat",0.135,0.46,60,36.3797826086956,368.316195086956,6.13860325144927
42.1,1903.83,1974.542,0,37.8496,1951.007,22.437,0.3998,3.1557,3.9795,4.7745,"1903","83","wheat",0.135,0.46,60,48.7760869565217,493.818859565217,8.23031432608696
42.1,1904.83,2071.244,0,33.4341,1922.415,23.2546,0.4,2.3184,3.9431,3.9636,"1904","83","wheat",0.135,0.46,60,50.5534782608696,511.813524608696,8.53022541014493
42.1,1905.83,2173.549,0,17.5623,1918.09,30.6539,0.4,3.752,3.3685,2.8828,"1905","83","wheat",0.135,0.46,60,66.6389130434783,674.665683434783,11.2444280572464
42.1,1906.83,2264.718,0,34.6559,1884.238,20.4366,0.4,3.2532,3.3517,5.2488,"1906","83","wheat",0.135,0.46,60,44.4273913043478,449.791795043478,7.4965299173913
42.1,1907.83,2357.134,0,30.2285,1860.034,21.9767,0.3999,3.4188,3.5984,3.6991,"1907","83","wheat",0.135,0.46,60,47.7754347826087,483.688056826087,8.06146761376812
42.1,1908.83,2423.125,0,28.8613,1845.671,12.6391,0.3995,3.0923,2.8759,3.7477,"1908","83","wheat",0.135,0.46,60,27.4763043478261,278.175600478261,4.63626000797101
42.1,1909.83,2505.534,0,20.0467,1833.539,22.2946,0.3999,3.2955,3.2481,4.2357,"1909","83","wheat",0.135,0.46,60,48.4665217391304,490.684759391304,8.1780793231884
42.1,1910.83,2577.258,0,30.8584,1804.34,15.1566,0.3998,3.2387,2.9988,4.892,"1910","83","wheat",0.135,0.46,60,32.9491304347826,333.583586347826,5.55972643913043
42.1,1911.83,2659.137,0,28.959,1788.564,19.2792,0.3999,2.2744,2.9205,5.2588,"1911","83","wheat",0.135,0.46,60,41.9113043478261,424.318427478261,7.07197379130435
42.1,1912.83,2759.761,0,30.1092,1761.569,24.2862,0.4,3.907,3.7338,5.1272,"1912","83","wheat",0.135,0.46,60,52.7960869565217,534.518143565217,8.90863572608696
42.1,1913.83,2855.582,0,31.934,1743.66,23.5517,0.4,3.9456,3.2173,0.97,"1913","83","wheat",0.135,0.46,60,51.199347826087,518.35243726087,8.63920728768116
42.1,1914.83,2904.972,0,10.8542,1750.405,11.0707,0.3997,2.93,2.1476,4.4518,"1914","83","wheat",0.135,0.46,60,24.0667391304348,243.656480304348,4.0609413384058
42.1,1915.83,2953.813,0,12.7314,1735.507,14.171,0.3998,3.0199,2.144,4.7085,"1915","83","wheat",0.135,0.46,60,30.8065217391304,311.891387391304,5.19818978985507
42.1,1916.83,3024.828,0,23.0026,1704.868,18.6246,0.3999,3.4037,2.7608,1.4788,"1916","83","wheat",0.135,0.46,60,40.4882608695652,409.911250695652,6.83185417826087
42.1,1917.83,3096.385,0,14.1521,1697.381,20.5648,0.4,3.8046,2.3998,2.6666,"1917","83","wheat",0.135,0.46,60,44.7060869565217,452.613365565217,7.54355609275362
42.1,1918.83,3147.748,0,33.0099,1671.184,5.532,0.3998,3.2367,2.2339,4.8361,"1918","83","wheat",0.135,0.46,60,12.0260869565217,121.754509565217,2.02924182608696
42.1,1919.83,3236.848,0,30.9626,1645.922,19.0794,0.4,3.0497,3.5135,4.8233,"1919","83","wheat",0.135,0.46,60,41.4769565217391,419.921003217391,6.99868338695652
42.1,1920.83,3301.314,0,15.6578,1650.27,17.6478,0.3999,2.8682,2.1656,4.1536,"1920","83","wheat",0.135,0.46,60,38.3647826086956,388.412732086956,6.47354553478261
42.2,1921.83,3375.325,0,26.8505,1632.716,17.0859,0.3999,2.9284,2.5215,4.326,"1921","83","wheat",0.135,0.46,60,37.1432608695652,376.045801695652,6.26743002826087
42.2,1925.83,202.9192,0,73.5284,1759.778,50.6358,0.3997,3.1872,9.4649,0.8935,"1925","83","wheat",0.135,0.46,60,110.077826086957,1114.44992686957,18.5741654478261
42.2,1953.83,243.352,0,39.7915,2329.156,79.7186,0.4,3.8046,9.433,2.5146,"1953","83","wheat",0.135,0.46,60,173.301304347826,1754.53706547826,29.2422844246377
42.2,1941.83,294.9171,0,46.4256,2141.874,99.0053,0.4003,3.752,10.3548,2.5953,"1941","83","wheat",0.135,0.46,60,215.228913043478,2179.02056143478,36.3170093572464
42.2,1945.83,240.854,0,50.8842,2182.574,75.7086,0.4001,3.2955,9.682,4.2122,"1945","83","wheat",0.135,0.46,60,164.583913043478,1666.28045243478,27.771340873913
42.2,1929.83,167.9269,0,24.4689,1848.206,56.8958,0.3999,3.0875,7.9259,0.6856,"1929","83","wheat",0.135,0.46,60,123.68652173913,1252.2270833913,20.8704513898551
42.2,1957.83,285.7271,0,97.7979,2333.677,74.7092,0.4015,2.9284,11.399,4.3428,"1957","83","wheat",0.135,0.46,60,162.411304347826,1644.28452747826,27.4047421246377
42.2,1937.83,295.0913,0,87.9733,2026.089,82.2506,0.4012,3.222,11.693,1.9529,"1937","83","wheat",0.135,0.46,60,178.805652173913,1810.26418373913,30.1710697289855
42.2,1933.83,261.3882,0,89.7719,1894.302,67.8323,0.4,2.9186,10.0456,4.7127,"1933","83","wheat",0.135,0.46,60,147.46152173913,1492.9299383913,24.8821656398551
42.2,1949.83,322.6586,0,86.7253,2233.92,93.6024,0.4005,3.9456,11.6194,0.8185,"1949","83","wheat",0.135,0.46,60,203.48347826087,2060.1074306087,34.3351238434783
42.3,1961.83,290.5317,0,117.3691,2355.453,76.4847,0.4501,3.1872,10.6583,0.8358,"1961","83","wheat",0.135,0.46,60,166.271086956522,1683.36173856522,28.056028976087
42.3,1962.83,545.0646,0,71.276,2356.126,60.7114,0.4498,3.3589,2.176,2.5681,"1962","83","wheat",0.135,0.46,60,131.981304347826,1336.20512147826,22.270085357971
42.3,1966.83,2119.926,0,47.0359,2406.041,106.0753,0.45,3.7945,3.8909,2.6092,"1966","83","wheat",0.135,0.46,60,230.59847826087,2334.6251136087,38.9104185601449
42.3,1964.83,1047.134,0,52.2602,2320.799,96.6278,0.4502,3.7093,6.0426,1.2522,"1964","83","wheat",0.135,0.46,60,210.060434782609,2126.69385382609,35.4448975637681
42.3,1968.83,2739.68,0,60.6884,2400.263,121.6149,0.4501,3.2325,7.6053,4.6299,"1968","83","wheat",0.135,0.46,60,264.380217391304,2676.63819691304,44.6106366152174
42.3,1970.83,3763.069,0,35.18,2519.497,125.5903,0.45,3.4395,4.1785,4.5742,"1970","83","wheat",0.135,0.46,60,273.022391304348,2764.13329404348,46.068888234058
42.3,1972.83,4413.18,0,53.6899,2557.332,104.2846,0.4506,3.053,7.6472,5.1126,"1972","83","wheat",0.135,0.46,60,226.705652173913,2295.21336373913,38.2535560623188
42.3,1976.83,6272.352,0,50.3104,2703.344,158.1843,0.4508,2.3184,8.716,5.2789,"1976","83","wheat",0.135,0.46,60,343.878913043478,3481.49889143478,58.024981523913
42.3,1980.83,8169.663,0,83.9324,2885.909,101.8481,0.4497,3.0923,8.1567,4.6752,"1980","83","wheat",0.135,0.46,60,221.408913043478,2241.58811743478,37.3598019572464
42.3,1974.83,5458.602,0,68.0257,2656.158,107.4255,0.4503,3.5906,4.6398,5.2614,"1974","83","wheat",0.135,0.46,60,233.533695652174,2364.34184152174,39.4056973586956
42.3,1978.83,7346.419,0,57.5275,2828.934,124.3501,0.4508,3.2532,5.771,5.2505,"1978","83","wheat",0.135,0.46,60,270.326304347826,2736.83757047826,45.613959507971
42.3,1990.83,13340.15,0,108.3057,3331.732,85.2077,0.4509,3.2367,4.6484,4.8895,"1990","83","wheat",0.135,0.46,60,185.234130434783,1875.34738334783,31.2557897224638
42.3,1984.83,10264.94,0,66.8359,3054.156,136.6912,0.45,3.907,10.1509,5.1253,"1984","83","wheat",0.135,0.46,60,297.154782608696,3008.45445008696,50.1409075014493
42.3,1988.83,12112.51,0,87.0416,3240.282,121.781,0.4502,3.4037,9.6091,3.5705,"1988","83","wheat",0.135,0.46,60,264.741304347826,2680.29391347826,44.6715652246377
42.3,1982.83,9463.411,0,74.9777,3019.527,142.4894,0.4498,3.2387,6.5555,4.9696,"1982","83","wheat",0.135,0.46,60,309.759565217391,3136.06779017391,52.2677965028985
42.3,1986.83,11446.84,0,22.9386,3243.552,114.1798,0.4498,2.93,3.8747,4.7557,"1986","83","wheat",0.135,0.46,60,248.216956521739,2512.99811121739,41.8833018536232
42.3,2000.83,18410.2,0,82.2742,3723.169,116.9081,0.4503,3.7093,9.397,1.0664,"2000","83","wheat",0.135,0.46,60,254.148043478261,2573.04562178261,42.8840936963768
42.3,1994.83,15492.76,0,46.4877,3556.738,121.2614,0.4536,3.346,5.1694,5.1504,"1994","83","wheat",0.135,0.46,60,263.611739130435,2668.85796930435,44.4809661550725
42.3,1998.83,17683.33,0,73.2806,3670.237,95.3047,0.4507,3.3589,3.9873,3.1549,"1998","83","wheat",0.135,0.46,60,207.184130434783,2097.57357334783,34.9595595557971
42.3,1992.83,14249.03,0,50.1301,3378.051,148.5727,0.4501,2.8682,9.4375,4.4205,"1992","83","wheat",0.135,0.46,60,322.984130434783,3269.95593334783,54.4992655557971
42.3,1996.83,16325.22,0,56.1742,3559.24,144.5116,0.4509,3.4524,10.4788,2.2753,"1996","83","wheat",0.135,0.46,60,314.155652173913,3180.57465373913,53.0095775623188
60,2005.83,21268.41,0,10.2803,3899.945,105.9406,0.3699,3.4471,16.5867,4.7975,"2005","83","soy",0.13,0.54,60,196.186296296296,1977.47939214815,32.9579898691358
60,2009.83,23251.81,0,6.6863,3936.364,120.916,0.37,2.2367,16.3971,5.2194,"2009","83","soy",0.13,0.54,60,223.918518518519,2257.00909925926,37.6168183209877
60,2003.83,20330.93,0,9.586,3884.028,79.942,0.3698,3.6946,12.3315,5.2263,"2003","83","soy",0.13,0.54,60,148.040740740741,1492.19145037037,24.8698575061728
60,2007.83,22180.7,0,11.2038,3930.693,108.0036,0.3699,3.3033,19.631,4.7879,"2007","83","soy",0.13,0.54,60,200.006666666667,2015.98719733333,33.5997866222222
60,2011.83,24367.11,0,11.6997,3953.586,107.0888,0.37,4.0024,15.5786,1.7248,"2011","83","soy",0.13,0.54,60,198.312592592593,1998.9116082963,33.3151934716049
60.2,1995.83,15866.22,0,3.0682,3533.271,75.5243,0.33,3.1878,11.7109,4.5735,"1995","83","soy",0.13,0.54,60,139.859814814815,1409.73098940741,23.4955164901235
60.2,1999.83,18000.62,0,6.1995,3693.211,59.7732,0.3297,3.8247,10.2131,1.5039,"1999","83","soy",0.13,0.54,60,110.691111111111,1115.72212355556,18.5953687259259
60.2,1963.83,726.5864,0,3.7664,2315.743,29.3035,0.3298,3.8247,6.1882,2.4669,"1963","83","soy",0.13,0.54,60,54.2657407407407,546.97696037037,9.1162826728395
60.2,1967.83,2349.409,0,1.9871,2383.089,46.2382,0.33,3.4039,7.0221,2.7104,"1967","83","soy",0.13,0.54,60,85.6262962962963,863.078816148148,14.3846469358025
60.2,1971.83,4032.811,0,9.1157,2509.957,61.4816,0.33,3.511,8.0921,4.9853,"1971","83","soy",0.13,0.54,60,113.854814814815,1147.61099140741,19.1268498567901
60.2,1979.83,7758.181,0,6.9563,2848.598,89.4539,0.33,3.4188,9.5594,4.5948,"1979","83","soy",0.13,0.54,60,165.65537037037,1669.73987118519,27.8289978530864
60.2,1983.83,9805.604,0,4.5861,3030.469,80.5592,0.33,2.2744,9.2787,5.2616,"1983","83","soy",0.13,0.54,60,149.183703703704,1503.71205985185,25.0618676641975
60.2,1987.83,11698.03,0,6.1598,3221.588,58.2007,0.3299,3.0199,9.0539,4.726,"1987","83","soy",0.13,0.54,60,107.779074074074,1086.36995503704,18.1061659172839
60.2,1975.83,5815.168,0,5.5363,2677.051,82.2664,0.33,3.1557,8.5203,5.9377,"1975","83","soy",0.13,0.54,60,152.345185185185,1535.57852859259,25.5929754765432
60.2,1991.83,13791.67,0,5.6778,3344.886,93.3869,0.33,3.0497,11.9784,5.0463,"1991","83","soy",0.13,0.54,60,172.938703703704,1743.15295785185,29.0525492975309
